# Id,Group Id,Surface
201,29,soft_pvc
202,5,hard_tiles
203,18,soft_pvc
204,14,hard_tiles_large_space
205,26,soft_pvc
206,7,concrete
207,2,hard_tiles_large_space
208,12,hard_tiles
209,16,tiled
210,21,carpet
211,19,soft_pvc
212,12,hard_tiles
213,25,concrete
214,34,soft_pvc
215,2,hard_tiles_large_space
216,2,hard_tiles_large_space
217,23,hard_tiles_large_space
218,21,carpet
219,7,concrete
220,28,fine_concrete
221,9,carpet
222,3,soft_pvc
223,3,soft_pvc
224,33,tiled
225,11,fine_concrete
226,10,hard_tiles_large_space
227,3,soft_pvc
228,19,soft_pvc
229,10,hard_tiles_large_space
230,31,hard_tiles
231,35,soft_tiles
232,26,soft_pvc
233,20,hard_tiles
234,11,fine_concrete
235,0,hard_tiles
236,15,carpet
237,18,soft_pvc
238,13,soft_tiles
239,1,fine_concrete
240,4,carpet
241,3,soft_pvc
242,20,hard_tiles
243,20,hard_tiles
244,25,concrete
245,17,carpet
246,18,soft_pvc
247,29,soft_pvc
248,15,carpet
249,6,soft_pvc
250,25,concrete
251,2,hard_tiles_large_space
252,29,soft_pvc
253,9,carpet
254,1,fine_concrete
255,23,hard_tiles_large_space
256,2,hard_tiles_large_space
257,27,wood
258,4,carpet
259,15,carpet
260,34,soft_pvc
261,12,hard_tiles
262,34,soft_pvc
263,10,hard_tiles_large_space
264,3,soft_pvc
265,10,hard_tiles_large_space
266,19,soft_pvc
267,26,soft_pvc
268,20,hard_tiles
269,26,soft_pvc
270,10,hard_tiles_large_space
271,8,fine_concrete
272,21,carpet
273,16,tiled
274,13,soft_tiles
275,15,carpet
276,11,fine_concrete
277,12,hard_tiles
278,15,carpet
279,6,soft_pvc
280,35,soft_tiles
281,20,hard_tiles
282,34,soft_pvc
283,19,soft_pvc
284,28,fine_concrete
285,33,tiled
286,19,soft_pvc
287,18,soft_pvc
288,29,soft_pvc
289,18,soft_pvc
290,29,soft_pvc
291,4,carpet
292,21,carpet
293,9,carpet
294,29,soft_pvc
295,29,soft_pvc
296,33,tiled
297,23,hard_tiles_large_space
298,4,carpet
299,32,hard_tiles
300,33,tiled
301,26,soft_pvc
302,19,soft_pvc
303,1,fine_concrete
304,31,hard_tiles
305,8,fine_concrete
306,32,hard_tiles
307,4,carpet
308,7,concrete
309,8,fine_concrete
310,5,hard_tiles
311,33,tiled
312,7,concrete
313,11,fine_concrete
314,21,carpet
315,32,hard_tiles
316,21,carpet
317,28,fine_concrete
318,7,concrete
319,32,hard_tiles
320,6,soft_pvc
321,4,carpet
322,23,hard_tiles_large_space
323,20,hard_tiles
324,1,fine_concrete
325,26,soft_pvc
326,6,soft_pvc
327,19,soft_pvc
328,14,hard_tiles_large_space
329,19,soft_pvc
330,20,hard_tiles
331,34,soft_pvc
332,2,hard_tiles_large_space
333,0,hard_tiles
334,15,carpet
335,12,hard_tiles
336,23,hard_tiles_large_space
337,19,soft_pvc
338,28,fine_concrete
339,22,carpet
340,6,soft_pvc
341,23,hard_tiles_large_space
342,20,hard_tiles
343,16,tiled
344,24,hard_tiles_large_space
345,0,hard_tiles
346,3,soft_pvc
347,8,fine_concrete
348,4,carpet
349,20,hard_tiles
350,33,tiled
351,21,carpet
352,35,soft_tiles
353,12,hard_tiles
354,26,soft_pvc
355,14,hard_tiles_large_space
356,0,hard_tiles
357,21,carpet
358,35,soft_tiles
359,10,hard_tiles_large_space
360,0,hard_tiles
361,3,soft_pvc
362,32,hard_tiles
363,3,soft_pvc
364,26,soft_pvc
365,21,carpet
366,1,fine_concrete
367,19,soft_pvc
368,28,fine_concrete
369,23,hard_tiles_large_space
370,9,carpet
371,9,carpet
372,9,carpet
373,31,hard_tiles
374,29,soft_pvc
375,21,carpet
376,33,tiled
377,15,carpet
378,8,fine_concrete
379,22,carpet
380,15,carpet
381,26,soft_pvc
382,28,fine_concrete
383,26,soft_pvc
384,16,tiled
385,21,carpet
386,1,fine_concrete
387,31,hard_tiles
388,29,soft_pvc
389,25,concrete
390,26,soft_pvc
391,23,hard_tiles_large_space
392,25,concrete
393,35,soft_tiles
394,35,soft_tiles
395,25,concrete
396,20,hard_tiles
397,21,carpet
398,16,tiled
399,15,carpet
400,0,hard_tiles
401,12,hard_tiles
402,18,soft_pvc
403,32,hard_tiles
404,12,hard_tiles
405,21,carpet
406,4,carpet
407,29,soft_pvc
408,20,hard_tiles
409,3,soft_pvc
410,11,fine_concrete
411,11,fine_concrete
412,34,soft_pvc
413,18,soft_pvc
414,31,hard_tiles
415,13,soft_tiles
416,34,soft_pvc
417,10,hard_tiles_large_space
418,23,hard_tiles_large_space
419,31,hard_tiles
420,3,soft_pvc
421,21,carpet
422,11,fine_concrete
423,6,soft_pvc
424,18,soft_pvc
425,22,carpet
426,16,tiled
427,12,hard_tiles
428,0,hard_tiles
429,1,fine_concrete
430,6,soft_pvc
431,1,fine_concrete
432,33,tiled
433,34,soft_pvc
434,18,soft_pvc
435,26,soft_pvc
436,14,hard_tiles_large_space
437,34,soft_pvc
438,20,hard_tiles
439,15,carpet
440,9,carpet
441,35,soft_tiles
442,23,hard_tiles_large_space
443,16,tiled
444,3,soft_pvc
445,9,carpet
446,10,hard_tiles_large_space
447,23,hard_tiles_large_space
448,22,carpet
449,12,hard_tiles
450,1,fine_concrete
451,34,soft_pvc
452,9,carpet
453,3,soft_pvc
454,9,carpet
455,21,carpet
456,19,soft_pvc
457,16,tiled
458,21,carpet
459,27,wood
460,15,carpet
461,10,hard_tiles_large_space
462,16,tiled
463,22,carpet
464,34,soft_pvc
465,26,soft_pvc
466,20,hard_tiles
467,34,soft_pvc
468,9,carpet
469,31,hard_tiles
470,32,hard_tiles
471,31,hard_tiles
472,6,soft_pvc
473,10,hard_tiles_large_space
474,22,carpet
475,13,soft_tiles
476,11,fine_concrete
477,29,soft_pvc
478,22,carpet
479,12,hard_tiles
480,4,carpet
481,11,fine_concrete
482,19,soft_pvc
483,23,hard_tiles_large_space
484,1,fine_concrete
485,4,carpet
486,13,soft_tiles
487,20,hard_tiles
488,8,fine_concrete
489,35,soft_tiles
490,34,soft_pvc
491,34,soft_pvc
492,32,hard_tiles
493,35,soft_tiles
494,20,hard_tiles
495,20,hard_tiles
496,8,fine_concrete
497,22,carpet
498,32,hard_tiles
499,7,concrete
500,34,soft_pvc
501,21,carpet
502,17,carpet
503,19,soft_pvc
504,9,carpet
505,22,carpet
506,25,concrete
507,35,soft_tiles
508,4,carpet
509,3,soft_pvc
510,12,hard_tiles
511,22,carpet
512,0,hard_tiles
513,29,soft_pvc
514,11,fine_concrete
515,23,hard_tiles_large_space
516,35,soft_tiles
517,31,hard_tiles
518,6,soft_pvc
519,13,soft_tiles
520,7,concrete
521,35,soft_tiles
522,23,hard_tiles_large_space
523,31,hard_tiles
524,31,hard_tiles
525,21,carpet
526,14,hard_tiles_large_space
527,27,wood
528,7,concrete
529,11,fine_concrete
530,14,hard_tiles_large_space
531,14,hard_tiles_large_space
532,10,hard_tiles_large_space
533,16,tiled
534,29,soft_pvc
535,0,hard_tiles
536,14,hard_tiles_large_space
537,5,hard_tiles
538,10,hard_tiles_large_space
539,6,soft_pvc
540,33,tiled
541,4,carpet
542,26,soft_pvc
543,15,carpet
544,6,soft_pvc
545,3,soft_pvc
546,10,hard_tiles_large_space
547,33,tiled
548,16,tiled
549,10,hard_tiles_large_space
550,15,carpet
551,2,hard_tiles_large_space
552,15,carpet
553,6,soft_pvc
554,18,soft_pvc
555,16,tiled
556,26,soft_pvc
557,11,fine_concrete
558,33,tiled
559,1,fine_concrete
560,33,tiled
561,28,fine_concrete
562,12,hard_tiles
563,35,soft_tiles
564,31,hard_tiles
565,29,soft_pvc
566,27,wood
567,3,soft_pvc
568,4,carpet
569,10,hard_tiles_large_space
570,12,hard_tiles
571,17,carpet
572,7,concrete
573,14,hard_tiles_large_space
574,19,soft_pvc
575,32,hard_tiles
576,20,hard_tiles
577,9,carpet
578,12,hard_tiles
579,14,hard_tiles_large_space
580,7,concrete
581,9,carpet
582,22,carpet
583,8,fine_concrete
584,2,hard_tiles_large_space
585,31,hard_tiles
586,12,hard_tiles
587,27,wood
588,14,hard_tiles_large_space
589,13,soft_tiles
590,35,soft_tiles
591,16,tiled
592,22,carpet
593,18,soft_pvc
594,16,tiled
595,22,carpet
596,8,fine_concrete
597,4,carpet
598,16,tiled
599,20,hard_tiles
600,13,soft_tiles
601,35,soft_tiles
602,32,hard_tiles
603,25,concrete
604,19,soft_pvc
605,11,fine_concrete
606,14,hard_tiles_large_space
607,1,fine_concrete
608,31,hard_tiles
609,6,soft_pvc
610,26,soft_pvc
611,34,soft_pvc
612,26,soft_pvc
613,7,concrete
614,2,hard_tiles_large_space
615,22,carpet
616,33,tiled
617,32,hard_tiles
618,11,fine_concrete
619,31,hard_tiles
620,9,carpet
621,1,fine_concrete
622,23,hard_tiles_large_space
623,20,hard_tiles
624,24,hard_tiles_large_space
625,13,soft_tiles
626,11,fine_concrete
627,9,carpet
628,2,hard_tiles_large_space
629,19,soft_pvc
630,12,hard_tiles
631,29,soft_pvc
632,29,soft_pvc
633,7,concrete
634,15,carpet
635,3,soft_pvc
636,1,fine_concrete
637,4,carpet
638,20,hard_tiles
639,18,soft_pvc
640,26,soft_pvc
641,13,soft_tiles
642,18,soft_pvc
643,12,hard_tiles
644,9,carpet
645,33,tiled
646,34,soft_pvc
647,32,hard_tiles
648,29,soft_pvc
649,3,soft_pvc
650,4,carpet
651,33,tiled
652,8,fine_concrete
653,12,hard_tiles
654,32,hard_tiles
655,35,soft_tiles
656,28,fine_concrete
657,34,soft_pvc
658,16,tiled
659,15,carpet
660,20,hard_tiles
661,25,concrete
662,15,carpet
663,9,carpet
664,25,concrete
665,25,concrete
666,33,tiled
667,11,fine_concrete
668,34,soft_pvc
669,15,carpet
670,25,concrete
671,10,hard_tiles_large_space
672,19,soft_pvc
673,7,concrete
674,10,hard_tiles_large_space
675,35,soft_tiles
676,19,soft_pvc
677,22,carpet
678,26,soft_pvc
679,32,hard_tiles
680,32,hard_tiles
681,8,fine_concrete
682,21,carpet
683,3,soft_pvc
684,6,soft_pvc
685,26,soft_pvc
686,20,hard_tiles
687,34,soft_pvc
688,28,fine_concrete
689,11,fine_concrete
690,35,soft_tiles
691,21,carpet
692,11,fine_concrete
693,3,soft_pvc
694,12,hard_tiles
695,10,hard_tiles_large_space
696,28,fine_concrete
697,35,soft_tiles
698,18,soft_pvc
699,3,soft_pvc
700,6,soft_pvc
701,29,soft_pvc
702,22,carpet
703,32,hard_tiles
704,25,concrete
705,35,soft_tiles
706,22,carpet
707,32,hard_tiles
708,10,hard_tiles_large_space
709,25,concrete
710,26,soft_pvc
711,18,soft_pvc
712,26,soft_pvc
713,25,concrete
714,34,soft_pvc
715,22,carpet
716,35,soft_tiles
717,8,fine_concrete
718,25,concrete
719,26,soft_pvc
720,21,carpet
721,7,concrete
722,0,hard_tiles
723,33,tiled
724,14,hard_tiles_large_space
725,25,concrete
726,10,hard_tiles_large_space
727,14,hard_tiles_large_space
728,34,soft_pvc
729,16,tiled
730,32,hard_tiles
731,4,carpet
732,23,hard_tiles_large_space
733,9,carpet
734,31,hard_tiles
735,14,hard_tiles_large_space
736,10,hard_tiles_large_space
737,35,soft_tiles
738,18,soft_pvc
739,31,hard_tiles
740,4,carpet
741,35,soft_tiles
742,15,carpet
743,10,hard_tiles_large_space
744,12,hard_tiles
745,27,wood
746,6,soft_pvc
747,11,fine_concrete
748,0,hard_tiles
749,9,carpet
750,35,soft_tiles
751,34,soft_pvc
752,13,soft_tiles
753,33,tiled
754,23,hard_tiles_large_space
755,19,soft_pvc
756,15,carpet
757,9,carpet
758,20,hard_tiles
759,9,carpet
760,4,carpet
761,13,soft_tiles
762,28,fine_concrete
763,4,carpet
764,0,hard_tiles
765,0,hard_tiles
766,1,fine_concrete
767,21,carpet
768,19,soft_pvc
769,10,hard_tiles_large_space
770,2,hard_tiles_large_space
771,20,hard_tiles
772,0,hard_tiles
773,4,carpet
774,10,hard_tiles_large_space
775,34,soft_pvc
776,4,carpet
777,12,hard_tiles
778,35,soft_tiles
779,28,fine_concrete
780,14,hard_tiles_large_space
781,3,soft_pvc
782,29,soft_pvc
783,23,hard_tiles_large_space
784,19,soft_pvc
785,16,tiled
786,11,fine_concrete
787,16,tiled
788,18,soft_pvc
789,8,fine_concrete
790,35,soft_tiles
791,10,hard_tiles_large_space
792,20,hard_tiles
793,21,carpet
794,18,soft_pvc
795,35,soft_tiles
796,7,concrete
797,33,tiled
798,27,wood
799,6,soft_pvc
800,29,soft_pvc
801,31,hard_tiles
802,7,concrete
803,22,carpet
804,27,wood
805,17,carpet
806,11,fine_concrete
807,33,tiled
808,18,soft_pvc
809,29,soft_pvc
810,31,hard_tiles
811,11,fine_concrete
812,14,hard_tiles_large_space
813,1,fine_concrete
814,13,soft_tiles
815,28,fine_concrete
816,2,hard_tiles_large_space
817,32,hard_tiles
818,19,soft_pvc
819,21,carpet
820,1,fine_concrete
821,14,hard_tiles_large_space
822,22,carpet
823,13,soft_tiles
824,25,concrete
825,3,soft_pvc
826,27,wood
827,3,soft_pvc
828,32,hard_tiles
829,23,hard_tiles_large_space
830,21,carpet
831,29,soft_pvc
832,4,carpet
833,28,fine_concrete
834,31,hard_tiles
835,10,hard_tiles_large_space
836,13,soft_tiles
837,1,fine_concrete
838,15,carpet
839,0,hard_tiles
840,13,soft_tiles
841,18,soft_pvc
842,6,soft_pvc
843,33,tiled
844,4,carpet
845,33,tiled
846,0,hard_tiles
847,8,fine_concrete
848,2,hard_tiles_large_space
849,9,carpet
850,19,soft_pvc
851,0,hard_tiles
852,3,soft_pvc
853,16,tiled
854,20,hard_tiles
855,29,soft_pvc
856,8,fine_concrete
857,14,hard_tiles_large_space
858,34,soft_pvc
859,33,tiled
860,26,soft_pvc
861,12,hard_tiles
862,12,hard_tiles
863,7,concrete
864,22,carpet
865,32,hard_tiles
866,13,soft_tiles
867,14,hard_tiles_large_space
868,25,concrete
869,22,carpet
870,0,hard_tiles
871,3,soft_pvc
872,8,fine_concrete
873,19,soft_pvc
874,15,carpet
875,32,hard_tiles
876,18,soft_pvc
877,10,hard_tiles_large_space
878,10,hard_tiles_large_space
879,6,soft_pvc
880,16,tiled
881,19,soft_pvc
882,31,hard_tiles
883,34,soft_pvc
884,21,carpet
885,32,hard_tiles
886,33,tiled
887,22,carpet
888,9,carpet
889,25,concrete
890,8,fine_concrete
891,34,soft_pvc
892,22,carpet
893,12,hard_tiles
894,21,carpet
895,1,fine_concrete
896,34,soft_pvc
897,31,hard_tiles
898,23,hard_tiles_large_space
899,33,tiled
900,33,tiled
901,8,fine_concrete
902,0,hard_tiles
903,23,hard_tiles_large_space
904,18,soft_pvc
905,34,soft_pvc
906,10,hard_tiles_large_space
907,1,fine_concrete
908,20,hard_tiles
909,26,soft_pvc
910,4,carpet
911,10,hard_tiles_large_space
912,15,carpet
913,22,carpet
914,34,soft_pvc
915,7,concrete
916,6,soft_pvc
917,33,tiled
918,7,concrete
919,28,fine_concrete
920,17,carpet
921,20,hard_tiles
922,6,soft_pvc
923,0,hard_tiles
924,31,hard_tiles
925,19,soft_pvc
926,32,hard_tiles
927,10,hard_tiles_large_space
928,11,fine_concrete
929,23,hard_tiles_large_space
930,35,soft_tiles
931,29,soft_pvc
932,6,soft_pvc
933,0,hard_tiles
934,13,soft_tiles
935,7,concrete
936,15,carpet
937,20,hard_tiles
938,32,hard_tiles
939,18,soft_pvc
940,21,carpet
941,34,soft_pvc
942,8,fine_concrete
943,4,carpet
944,11,fine_concrete
945,32,hard_tiles
946,13,soft_tiles
947,6,soft_pvc
948,19,soft_pvc
949,25,concrete
950,26,soft_pvc
951,19,soft_pvc
952,19,soft_pvc
953,6,soft_pvc
954,25,concrete
955,18,soft_pvc
956,10,hard_tiles_large_space
957,14,hard_tiles_large_space
958,13,soft_tiles
959,29,soft_pvc
960,18,soft_pvc
961,8,fine_concrete
962,19,soft_pvc
963,29,soft_pvc
964,26,soft_pvc
965,23,hard_tiles_large_space
966,29,soft_pvc
967,31,hard_tiles
968,31,hard_tiles
969,7,concrete
970,26,soft_pvc
971,8,fine_concrete
972,5,hard_tiles
973,3,soft_pvc
974,14,hard_tiles_large_space
975,23,hard_tiles_large_space
976,4,carpet
977,31,hard_tiles
978,15,carpet
979,25,concrete
980,3,soft_pvc
981,10,hard_tiles_large_space
982,14,hard_tiles_large_space
983,26,soft_pvc
984,8,fine_concrete
985,35,soft_tiles
986,19,soft_pvc
987,32,hard_tiles
988,32,hard_tiles
989,9,carpet
990,18,soft_pvc
991,25,concrete
992,26,soft_pvc
993,35,soft_tiles
994,14,hard_tiles_large_space
995,11,fine_concrete
996,13,soft_tiles
997,9,carpet
998,8,fine_concrete
999,15,carpet
1000,28,fine_concrete
1001,16,tiled
1002,15,carpet
1003,32,hard_tiles
1004,8,fine_concrete
1005,35,soft_tiles
1006,32,hard_tiles
1007,0,hard_tiles
1008,13,soft_tiles
1009,21,carpet
1010,31,hard_tiles
1011,7,concrete
1012,16,tiled
1013,10,hard_tiles_large_space
1014,35,soft_tiles
1015,9,carpet
1016,20,hard_tiles
1017,14,hard_tiles_large_space
1018,12,hard_tiles
1019,25,concrete
1020,6,soft_pvc
1021,29,soft_pvc
1022,9,carpet
1023,31,hard_tiles
1024,29,soft_pvc
1025,20,hard_tiles
1026,11,fine_concrete
1027,23,hard_tiles_large_space
1028,4,carpet
1029,18,soft_pvc
1030,20,hard_tiles
1031,10,hard_tiles_large_space
1032,14,hard_tiles_large_space
1033,17,carpet
1034,8,fine_concrete
1035,6,soft_pvc
1036,19,soft_pvc
1037,33,tiled
1038,6,soft_pvc
1039,29,soft_pvc
1040,20,hard_tiles
1041,0,hard_tiles
1042,29,soft_pvc
1043,23,hard_tiles_large_space
1044,33,tiled
1045,13,soft_tiles
1046,14,hard_tiles_large_space
1047,0,hard_tiles
1048,16,tiled
1049,5,hard_tiles
1050,13,soft_tiles
1051,15,carpet
1052,13,soft_tiles
1053,10,hard_tiles_large_space
1054,6,soft_pvc
1055,7,concrete
1056,33,tiled
1057,7,concrete
1058,16,tiled
1059,11,fine_concrete
1060,18,soft_pvc
1061,12,hard_tiles
1062,3,soft_pvc
1063,21,carpet
1064,33,tiled
1065,28,fine_concrete
1066,19,soft_pvc
1067,14,hard_tiles_large_space
1068,7,concrete
1069,18,soft_pvc
1070,32,hard_tiles
1071,22,carpet
1072,5,hard_tiles
1073,29,soft_pvc
1074,20,hard_tiles
1075,12,hard_tiles
1076,32,hard_tiles
1077,34,soft_pvc
1078,3,soft_pvc
1079,12,hard_tiles
1080,18,soft_pvc
1081,19,soft_pvc
1082,2,hard_tiles_large_space
1083,12,hard_tiles
1084,9,carpet
1085,3,soft_pvc
1086,25,concrete
1087,26,soft_pvc
1088,25,concrete
1089,16,tiled
1090,0,hard_tiles
1091,7,concrete
1092,14,hard_tiles_large_space
1093,8,fine_concrete
1094,25,concrete
1095,21,carpet
1096,8,fine_concrete
1097,32,hard_tiles
1098,12,hard_tiles
1099,10,hard_tiles_large_space
1100,28,fine_concrete
1101,34,soft_pvc
1102,34,soft_pvc
1103,22,carpet
1104,18,soft_pvc
1105,10,hard_tiles_large_space
1106,15,carpet
1107,23,hard_tiles_large_space
1108,28,fine_concrete
1109,19,soft_pvc
1110,15,carpet
1111,18,soft_pvc
1112,25,concrete
1113,20,hard_tiles
1114,14,hard_tiles_large_space
1115,1,fine_concrete
1116,31,hard_tiles
1117,10,hard_tiles_large_space
1118,35,soft_tiles
1119,25,concrete
1120,4,carpet
1121,7,concrete
1122,23,hard_tiles_large_space
1123,13,soft_tiles
1124,32,hard_tiles
1125,27,wood
1126,22,carpet
1127,1,fine_concrete
1128,9,carpet
1129,31,hard_tiles
1130,18,soft_pvc
1131,1,fine_concrete
1132,26,soft_pvc
1133,28,fine_concrete
1134,31,hard_tiles
1135,19,soft_pvc
1136,21,carpet
1137,31,hard_tiles
1138,16,tiled
1139,31,hard_tiles
1140,3,soft_pvc
1141,12,hard_tiles
1142,3,soft_pvc
1143,3,soft_pvc
1144,15,carpet
1145,18,soft_pvc
1146,4,carpet
1147,4,carpet
1148,26,soft_pvc
1149,1,fine_concrete
1150,25,concrete
1151,8,fine_concrete
1152,11,fine_concrete
1153,7,concrete
1154,7,concrete
1155,25,concrete
1156,31,hard_tiles
1157,1,fine_concrete
1158,25,concrete
1159,6,soft_pvc
1160,23,hard_tiles_large_space
1161,1,fine_concrete
1162,0,hard_tiles
1163,8,fine_concrete
1164,0,hard_tiles
1165,25,concrete
1166,13,soft_tiles
1167,8,fine_concrete
1168,19,soft_pvc
1169,11,fine_concrete
1170,26,soft_pvc
1171,0,hard_tiles
1172,4,carpet
1173,8,fine_concrete
1174,13,soft_tiles
1175,19,soft_pvc
1176,15,carpet
1177,14,hard_tiles_large_space
1178,33,tiled
1179,22,carpet
1180,18,soft_pvc
1181,1,fine_concrete
1182,9,carpet
1183,15,carpet
1184,6,soft_pvc
1185,32,hard_tiles
1186,8,fine_concrete
1187,25,concrete
1188,20,hard_tiles
1189,23,hard_tiles_large_space
1190,28,fine_concrete
1191,14,hard_tiles_large_space
1192,0,hard_tiles
1193,27,wood
1194,22,carpet
1195,23,hard_tiles_large_space
1196,3,soft_pvc
1197,22,carpet
1198,22,carpet
1199,8,fine_concrete
1200,15,carpet
1201,6,soft_pvc
1202,32,hard_tiles
1203,10,hard_tiles_large_space
1204,34,soft_pvc
1205,34,soft_pvc
1206,8,fine_concrete
1207,15,carpet
1208,8,fine_concrete
1209,6,soft_pvc
1210,20,hard_tiles
1211,20,hard_tiles
1212,14,hard_tiles_large_space
1213,32,hard_tiles
1214,12,hard_tiles
1215,3,soft_pvc
1216,12,hard_tiles
1217,22,carpet
1218,0,hard_tiles
1219,22,carpet
1220,29,soft_pvc
1221,32,hard_tiles
1222,31,hard_tiles
1223,16,tiled
1224,21,carpet
1225,22,carpet
1226,15,carpet
1227,26,soft_pvc
1228,23,hard_tiles_large_space
1229,19,soft_pvc
1230,8,fine_concrete
1231,13,soft_tiles
1232,15,carpet
1233,25,concrete
1234,11,fine_concrete
1235,34,soft_pvc
1236,16,tiled
1237,7,concrete
1238,31,hard_tiles
1239,7,concrete
1240,18,soft_pvc
1241,14,hard_tiles_large_space
1242,15,carpet
1243,15,carpet
1244,31,hard_tiles
1245,9,carpet
1246,32,hard_tiles
1247,34,soft_pvc
1248,26,soft_pvc
1249,0,hard_tiles
1250,13,soft_tiles
1251,29,soft_pvc
1252,3,soft_pvc
1253,14,hard_tiles_large_space
1254,11,fine_concrete
1255,22,carpet
1256,22,carpet
1257,28,fine_concrete
1258,0,hard_tiles
1259,7,concrete
1260,26,soft_pvc
1261,23,hard_tiles_large_space
1262,12,hard_tiles
1263,22,carpet
1264,0,hard_tiles
1265,0,hard_tiles
1266,0,hard_tiles
1267,18,soft_pvc
1268,4,carpet
1269,18,soft_pvc
1270,21,carpet
1271,28,fine_concrete
1272,8,fine_concrete
1273,23,hard_tiles_large_space
1274,35,soft_tiles
1275,11,fine_concrete
1276,18,soft_pvc
1277,27,wood
1278,23,hard_tiles_large_space
1279,0,hard_tiles
1280,26,soft_pvc
1281,21,carpet
1282,31,hard_tiles
1283,7,concrete
1284,2,hard_tiles_large_space
1285,22,carpet
1286,29,soft_pvc
1287,34,soft_pvc
1288,25,concrete
1289,33,tiled
1290,34,soft_pvc
1291,28,fine_concrete
1292,12,hard_tiles
1293,16,tiled
1294,6,soft_pvc
1295,33,tiled
1296,10,hard_tiles_large_space
1297,25,concrete
1298,1,fine_concrete
1299,7,concrete
