# Id,Surface
313,fine_concrete
314,carpet
315,hard_tiles
316,carpet
317,fine_concrete
318,concrete
319,hard_tiles
320,soft_pvc
321,carpet
322,hard_tiles_large_space
323,hard_tiles
324,fine_concrete
325,soft_pvc
326,soft_pvc
327,soft_pvc
328,hard_tiles_large_space
329,soft_pvc
330,hard_tiles
331,soft_pvc
332,hard_tiles_large_space
333,hard_tiles
334,carpet
335,hard_tiles
336,hard_tiles_large_space
337,soft_pvc
338,fine_concrete
339,carpet
340,soft_pvc
341,hard_tiles_large_space
342,hard_tiles
343,tiled
344,hard_tiles_large_space
345,hard_tiles
346,soft_pvc
347,fine_concrete
348,carpet
349,hard_tiles
350,tiled
351,carpet
352,soft_tiles
353,hard_tiles
354,soft_pvc
355,hard_tiles_large_space
356,hard_tiles
357,carpet
358,soft_tiles
359,hard_tiles_large_space
360,hard_tiles
361,soft_pvc
362,hard_tiles
363,soft_pvc
364,soft_pvc
365,carpet
366,fine_concrete
367,soft_pvc
368,fine_concrete
369,hard_tiles_large_space
370,carpet
371,carpet
372,carpet
373,hard_tiles
374,soft_pvc
375,carpet
376,tiled
377,carpet
378,fine_concrete
379,carpet
380,carpet
381,soft_pvc
382,fine_concrete
383,soft_pvc
384,tiled
385,carpet
386,fine_concrete
387,hard_tiles
388,soft_pvc
389,concrete
390,soft_pvc
391,hard_tiles_large_space
392,concrete
393,soft_tiles
394,soft_tiles
395,concrete
396,hard_tiles
397,carpet
398,tiled
399,carpet
400,hard_tiles
401,hard_tiles
402,soft_pvc
403,hard_tiles
404,hard_tiles
405,carpet
406,carpet
407,soft_pvc
408,hard_tiles
409,soft_pvc
410,fine_concrete
411,fine_concrete
412,soft_pvc
413,soft_pvc
414,hard_tiles
415,soft_tiles
416,soft_pvc
417,hard_tiles_large_space
418,hard_tiles_large_space
419,hard_tiles
420,soft_pvc
421,carpet
422,fine_concrete
423,soft_pvc
424,soft_pvc
425,carpet
426,tiled
427,hard_tiles
428,hard_tiles
429,fine_concrete
430,soft_pvc
431,fine_concrete
432,tiled
433,soft_pvc
434,soft_pvc
435,soft_pvc
436,hard_tiles_large_space
437,soft_pvc
438,hard_tiles
439,carpet
440,carpet
441,soft_tiles
442,hard_tiles_large_space
443,tiled
444,soft_pvc
445,carpet
446,hard_tiles_large_space
447,hard_tiles_large_space
448,carpet
449,hard_tiles
450,fine_concrete
451,soft_pvc
452,carpet
453,soft_pvc
454,carpet
455,carpet
456,soft_pvc
457,tiled
458,carpet
459,wood
460,carpet
461,hard_tiles_large_space
462,tiled
463,carpet
464,soft_pvc
465,soft_pvc
466,hard_tiles
467,soft_pvc
468,carpet
469,hard_tiles
470,hard_tiles
471,hard_tiles
472,soft_pvc
473,hard_tiles_large_space
474,carpet
475,soft_tiles
476,fine_concrete
477,soft_pvc
478,carpet
479,hard_tiles
480,carpet
481,fine_concrete
482,soft_pvc
483,hard_tiles_large_space
484,fine_concrete
485,carpet
486,soft_tiles
487,hard_tiles
488,fine_concrete
489,soft_tiles
490,soft_pvc
491,soft_pvc
492,hard_tiles
493,soft_tiles
494,hard_tiles
495,hard_tiles
496,fine_concrete
497,carpet
498,hard_tiles
499,concrete
500,soft_pvc
501,carpet
502,carpet
503,soft_pvc
504,carpet
505,carpet
506,concrete
507,soft_tiles
508,carpet
509,soft_pvc
510,hard_tiles
511,carpet
512,hard_tiles
513,soft_pvc
514,fine_concrete
515,hard_tiles_large_space
516,soft_tiles
517,hard_tiles
518,soft_pvc
519,soft_tiles
520,concrete
521,soft_tiles
522,hard_tiles_large_space
523,hard_tiles
524,hard_tiles
525,carpet
526,hard_tiles_large_space
527,wood
528,concrete
529,fine_concrete
530,hard_tiles_large_space
531,hard_tiles_large_space
532,hard_tiles_large_space
533,tiled
534,soft_pvc
535,hard_tiles
536,hard_tiles_large_space
537,hard_tiles
538,hard_tiles_large_space
539,soft_pvc
540,tiled
541,carpet
542,soft_pvc
543,carpet
544,soft_pvc
545,soft_pvc
546,hard_tiles_large_space
547,tiled
548,tiled
549,hard_tiles_large_space
550,carpet
551,hard_tiles_large_space
552,carpet
553,soft_pvc
554,soft_pvc
555,tiled
556,soft_pvc
557,fine_concrete
558,tiled
559,fine_concrete
560,tiled
561,fine_concrete
562,hard_tiles
563,soft_tiles
564,hard_tiles
565,soft_pvc
566,wood
567,soft_pvc
568,carpet
569,hard_tiles_large_space
570,hard_tiles
571,carpet
572,concrete
573,hard_tiles_large_space
574,soft_pvc
575,hard_tiles
576,hard_tiles
577,carpet
578,hard_tiles
579,hard_tiles_large_space
580,concrete
581,carpet
582,carpet
583,fine_concrete
584,hard_tiles_large_space
585,hard_tiles
586,hard_tiles
587,wood
588,hard_tiles_large_space
589,soft_tiles
590,soft_tiles
591,tiled
592,carpet
593,soft_pvc
594,tiled
595,carpet
596,fine_concrete
597,carpet
598,tiled
599,hard_tiles
600,soft_tiles
601,soft_tiles
602,hard_tiles
603,concrete
604,soft_pvc
605,fine_concrete
606,hard_tiles_large_space
607,fine_concrete
608,hard_tiles
609,soft_pvc
610,soft_pvc
611,soft_pvc
612,soft_pvc
613,concrete
614,hard_tiles_large_space
615,carpet
616,tiled
617,hard_tiles
618,fine_concrete
619,hard_tiles
620,carpet
621,fine_concrete
622,hard_tiles_large_space
623,hard_tiles
624,hard_tiles_large_space
625,soft_tiles
626,fine_concrete
627,carpet
628,hard_tiles_large_space
629,soft_pvc
630,hard_tiles
631,soft_pvc
632,soft_pvc
633,concrete
634,carpet
635,soft_pvc
636,fine_concrete
637,carpet
638,hard_tiles
639,soft_pvc
640,soft_pvc
641,soft_tiles
642,soft_pvc
643,hard_tiles
644,carpet
645,tiled
646,soft_pvc
647,hard_tiles
648,soft_pvc
649,soft_pvc
650,carpet
651,tiled
652,fine_concrete
653,hard_tiles
654,hard_tiles
655,soft_tiles
656,fine_concrete
657,soft_pvc
658,tiled
659,carpet
660,hard_tiles
661,concrete
662,carpet
663,carpet
664,concrete
665,concrete
666,tiled
667,fine_concrete
668,soft_pvc
669,carpet
670,concrete
671,hard_tiles_large_space
672,soft_pvc
673,concrete
674,hard_tiles_large_space
675,soft_tiles
676,soft_pvc
677,carpet
678,soft_pvc
679,hard_tiles
680,hard_tiles
681,fine_concrete
682,carpet
683,soft_pvc
684,soft_pvc
685,soft_pvc
686,hard_tiles
687,soft_pvc
688,fine_concrete
689,fine_concrete
690,soft_tiles
691,carpet
692,fine_concrete
693,soft_pvc
694,hard_tiles
695,hard_tiles_large_space
696,fine_concrete
697,soft_tiles
698,soft_pvc
699,soft_pvc
700,soft_pvc
701,soft_pvc
702,carpet
703,hard_tiles
704,concrete
705,soft_tiles
706,carpet
707,hard_tiles
708,hard_tiles_large_space
709,concrete
710,soft_pvc
711,soft_pvc
712,soft_pvc
713,concrete
714,soft_pvc
715,carpet
716,soft_tiles
717,fine_concrete
718,concrete
719,soft_pvc
720,carpet
721,concrete
722,hard_tiles
723,tiled
724,hard_tiles_large_space
725,concrete
726,hard_tiles_large_space
727,hard_tiles_large_space
728,soft_pvc
729,tiled
730,hard_tiles
731,carpet
732,hard_tiles_large_space
733,carpet
734,hard_tiles
735,hard_tiles_large_space
736,hard_tiles_large_space
737,soft_tiles
738,soft_pvc
739,hard_tiles
740,carpet
741,soft_tiles
742,carpet
743,hard_tiles_large_space
744,hard_tiles
745,wood
746,soft_pvc
747,fine_concrete
748,hard_tiles
749,carpet
750,soft_tiles
751,soft_pvc
752,soft_tiles
753,tiled
754,hard_tiles_large_space
755,soft_pvc
756,carpet
757,carpet
758,hard_tiles
759,carpet
760,carpet
761,soft_tiles
762,fine_concrete
763,carpet
764,hard_tiles
765,hard_tiles
766,fine_concrete
767,carpet
768,soft_pvc
769,hard_tiles_large_space
770,hard_tiles_large_space
771,hard_tiles
772,hard_tiles
773,carpet
774,hard_tiles_large_space
775,soft_pvc
776,carpet
777,hard_tiles
778,soft_tiles
779,fine_concrete
780,hard_tiles_large_space
781,soft_pvc
782,soft_pvc
783,hard_tiles_large_space
784,soft_pvc
785,tiled
786,fine_concrete
787,tiled
788,soft_pvc
789,fine_concrete
790,soft_tiles
791,hard_tiles_large_space
792,hard_tiles
793,carpet
794,soft_pvc
795,soft_tiles
796,concrete
797,tiled
798,wood
799,soft_pvc
800,soft_pvc
801,hard_tiles
802,concrete
803,carpet
804,wood
805,carpet
806,fine_concrete
807,tiled
808,soft_pvc
809,soft_pvc
810,hard_tiles
811,fine_concrete
812,hard_tiles_large_space
813,fine_concrete
814,soft_tiles
815,fine_concrete
816,hard_tiles_large_space
817,hard_tiles
818,soft_pvc
819,carpet
820,fine_concrete
821,hard_tiles_large_space
822,carpet
823,soft_tiles
824,concrete
825,soft_pvc
826,wood
827,soft_pvc
828,hard_tiles
829,hard_tiles_large_space
830,carpet
831,soft_pvc
832,carpet
833,fine_concrete
834,hard_tiles
835,hard_tiles_large_space
836,soft_tiles
837,fine_concrete
838,carpet
839,hard_tiles
840,soft_tiles
841,soft_pvc
842,soft_pvc
843,tiled
844,carpet
845,tiled
846,hard_tiles
847,fine_concrete
848,hard_tiles_large_space
849,carpet
850,soft_pvc
851,hard_tiles
852,soft_pvc
853,tiled
854,hard_tiles
855,soft_pvc
856,fine_concrete
857,hard_tiles_large_space
858,soft_pvc
859,tiled
860,soft_pvc
861,hard_tiles
862,hard_tiles
863,concrete
864,carpet
865,hard_tiles
866,soft_tiles
867,hard_tiles_large_space
868,concrete
869,carpet
870,hard_tiles
871,soft_pvc
872,fine_concrete
873,soft_pvc
874,carpet
875,hard_tiles
876,soft_pvc
877,hard_tiles_large_space
878,hard_tiles_large_space
879,soft_pvc
880,tiled
881,soft_pvc
882,hard_tiles
883,soft_pvc
884,carpet
885,hard_tiles
886,tiled
887,carpet
888,carpet
889,concrete
890,fine_concrete
891,soft_pvc
892,carpet
893,hard_tiles
894,carpet
895,fine_concrete
896,soft_pvc
897,hard_tiles
898,hard_tiles_large_space
899,tiled
900,tiled
901,fine_concrete
902,hard_tiles
903,hard_tiles_large_space
904,soft_pvc
905,soft_pvc
906,hard_tiles_large_space
907,fine_concrete
908,hard_tiles
909,soft_pvc
910,carpet
911,hard_tiles_large_space
912,carpet
913,carpet
914,soft_pvc
915,concrete
916,soft_pvc
917,tiled
918,concrete
919,fine_concrete
920,carpet
921,hard_tiles
922,soft_pvc
923,hard_tiles
924,hard_tiles
925,soft_pvc
926,hard_tiles
927,hard_tiles_large_space
928,fine_concrete
929,hard_tiles_large_space
930,soft_tiles
931,soft_pvc
932,soft_pvc
933,hard_tiles
934,soft_tiles
935,concrete
936,carpet
937,hard_tiles
938,hard_tiles
939,soft_pvc
940,carpet
941,soft_pvc
942,fine_concrete
943,carpet
944,fine_concrete
945,hard_tiles
946,soft_tiles
947,soft_pvc
948,soft_pvc
949,concrete
950,soft_pvc
951,soft_pvc
952,soft_pvc
953,soft_pvc
954,concrete
955,soft_pvc
956,hard_tiles_large_space
957,hard_tiles_large_space
958,soft_tiles
959,soft_pvc
960,soft_pvc
961,fine_concrete
962,soft_pvc
963,soft_pvc
964,soft_pvc
965,hard_tiles_large_space
966,soft_pvc
967,hard_tiles
968,hard_tiles
969,concrete
970,soft_pvc
971,fine_concrete
972,hard_tiles
973,soft_pvc
974,hard_tiles_large_space
975,hard_tiles_large_space
976,carpet
977,hard_tiles
978,carpet
979,concrete
980,soft_pvc
981,hard_tiles_large_space
982,hard_tiles_large_space
983,soft_pvc
984,fine_concrete
985,soft_tiles
986,soft_pvc
987,hard_tiles
988,hard_tiles
989,carpet
990,soft_pvc
991,concrete
992,soft_pvc
993,soft_tiles
994,hard_tiles_large_space
995,fine_concrete
996,soft_tiles
997,carpet
998,fine_concrete
999,carpet
1000,fine_concrete
1001,tiled
1002,carpet
1003,hard_tiles
1004,fine_concrete
1005,soft_tiles
1006,hard_tiles
1007,hard_tiles
1008,soft_tiles
1009,carpet
1010,hard_tiles
1011,concrete
1012,tiled
1013,hard_tiles_large_space
1014,soft_tiles
1015,carpet
1016,hard_tiles
1017,hard_tiles_large_space
1018,hard_tiles
1019,concrete
1020,soft_pvc
1021,soft_pvc
1022,carpet
1023,hard_tiles
1024,soft_pvc
1025,hard_tiles
1026,fine_concrete
1027,hard_tiles_large_space
1028,carpet
1029,soft_pvc
1030,hard_tiles
1031,hard_tiles_large_space
1032,hard_tiles_large_space
1033,carpet
1034,fine_concrete
1035,soft_pvc
1036,soft_pvc
1037,tiled
1038,soft_pvc
1039,soft_pvc
1040,hard_tiles
1041,hard_tiles
1042,soft_pvc
1043,hard_tiles_large_space
1044,tiled
1045,soft_tiles
1046,hard_tiles_large_space
1047,hard_tiles
1048,tiled
1049,hard_tiles
1050,soft_tiles
1051,carpet
1052,soft_tiles
1053,hard_tiles_large_space
1054,soft_pvc
1055,concrete
1056,tiled
1057,concrete
1058,tiled
1059,fine_concrete
1060,soft_pvc
1061,hard_tiles
1062,soft_pvc
1063,carpet
1064,tiled
1065,fine_concrete
1066,soft_pvc
1067,hard_tiles_large_space
1068,concrete
1069,soft_pvc
1070,hard_tiles
1071,carpet
1072,hard_tiles
1073,soft_pvc
1074,hard_tiles
1075,hard_tiles
1076,hard_tiles
1077,soft_pvc
1078,soft_pvc
1079,hard_tiles
1080,soft_pvc
1081,soft_pvc
1082,hard_tiles_large_space
1083,hard_tiles
1084,carpet
1085,soft_pvc
1086,concrete
1087,soft_pvc
1088,concrete
1089,tiled
1090,hard_tiles
1091,concrete
1092,hard_tiles_large_space
1093,fine_concrete
1094,concrete
1095,carpet
1096,fine_concrete
1097,hard_tiles
1098,hard_tiles
1099,hard_tiles_large_space
1100,fine_concrete
1101,soft_pvc
1102,soft_pvc
1103,carpet
1104,soft_pvc
1105,hard_tiles_large_space
1106,carpet
1107,hard_tiles_large_space
1108,fine_concrete
1109,soft_pvc
1110,carpet
1111,soft_pvc
1112,concrete
1113,hard_tiles
1114,hard_tiles_large_space
1115,fine_concrete
1116,hard_tiles
1117,hard_tiles_large_space
1118,soft_tiles
1119,concrete
1120,carpet
1121,concrete
1122,hard_tiles_large_space
1123,soft_tiles
1124,hard_tiles
1125,wood
1126,carpet
1127,fine_concrete
1128,carpet
1129,hard_tiles
1130,soft_pvc
1131,fine_concrete
1132,soft_pvc
1133,fine_concrete
1134,hard_tiles
1135,soft_pvc
1136,carpet
1137,hard_tiles
1138,tiled
1139,hard_tiles
1140,soft_pvc
1141,hard_tiles
1142,soft_pvc
1143,soft_pvc
1144,carpet
1145,soft_pvc
1146,carpet
1147,carpet
1148,soft_pvc
1149,fine_concrete
1150,concrete
1151,fine_concrete
1152,fine_concrete
1153,concrete
1154,concrete
1155,concrete
1156,hard_tiles
1157,fine_concrete
1158,concrete
1159,soft_pvc
1160,hard_tiles_large_space
1161,fine_concrete
1162,hard_tiles
1163,fine_concrete
1164,hard_tiles
1165,concrete
1166,soft_tiles
1167,fine_concrete
1168,soft_pvc
1169,fine_concrete
1170,soft_pvc
1171,hard_tiles
1172,carpet
1173,fine_concrete
1174,soft_tiles
1175,soft_pvc
1176,carpet
1177,hard_tiles_large_space
1178,tiled
1179,carpet
1180,soft_pvc
1181,fine_concrete
1182,carpet
1183,carpet
1184,soft_pvc
1185,hard_tiles
1186,fine_concrete
1187,concrete
1188,hard_tiles
1189,hard_tiles_large_space
1190,fine_concrete
1191,hard_tiles_large_space
1192,hard_tiles
1193,wood
1194,carpet
1195,hard_tiles_large_space
1196,soft_pvc
1197,carpet
1198,carpet
1199,fine_concrete
1200,carpet
1201,soft_pvc
1202,hard_tiles
1203,hard_tiles_large_space
1204,soft_pvc
1205,soft_pvc
1206,fine_concrete
1207,carpet
1208,fine_concrete
1209,soft_pvc
1210,hard_tiles
1211,hard_tiles
1212,hard_tiles_large_space
1213,hard_tiles
1214,hard_tiles
1215,soft_pvc
1216,hard_tiles
1217,carpet
1218,hard_tiles
1219,carpet
1220,soft_pvc
1221,hard_tiles
1222,hard_tiles
1223,tiled
1224,carpet
1225,carpet
1226,carpet
1227,soft_pvc
1228,hard_tiles_large_space
1229,soft_pvc
1230,fine_concrete
1231,soft_tiles
1232,carpet
1233,concrete
1234,fine_concrete
1235,soft_pvc
1236,tiled
1237,concrete
1238,hard_tiles
1239,concrete
1240,soft_pvc
1241,hard_tiles_large_space
1242,carpet
1243,carpet
1244,hard_tiles
1245,carpet
1246,hard_tiles
1247,soft_pvc
1248,soft_pvc
1249,hard_tiles
1250,soft_tiles
1251,soft_pvc
1252,soft_pvc
1253,hard_tiles_large_space
1254,fine_concrete
1255,carpet
1256,carpet
1257,fine_concrete
1258,hard_tiles
1259,concrete
1260,soft_pvc
1261,hard_tiles_large_space
1262,hard_tiles
1263,carpet
1264,hard_tiles
1265,hard_tiles
1266,hard_tiles
1267,soft_pvc
1268,carpet
1269,soft_pvc
1270,carpet
1271,fine_concrete
1272,fine_concrete
1273,hard_tiles_large_space
1274,soft_tiles
1275,fine_concrete
1276,soft_pvc
1277,wood
1278,hard_tiles_large_space
1279,hard_tiles
1280,soft_pvc
1281,carpet
1282,hard_tiles
1283,concrete
1284,hard_tiles_large_space
1285,carpet
1286,soft_pvc
1287,soft_pvc
1288,concrete
1289,tiled
1290,soft_pvc
1291,fine_concrete
1292,hard_tiles
1293,tiled
1294,soft_pvc
1295,tiled
1296,hard_tiles_large_space
1297,concrete
1298,fine_concrete
1299,concrete
1300,hard_tiles_large_space
1301,hard_tiles_large_space
1302,carpet
1303,soft_pvc
1304,tiled
1305,hard_tiles_large_space
1306,soft_pvc
1307,soft_pvc
1308,carpet
1309,soft_pvc
1310,hard_tiles
1311,soft_pvc
1312,soft_pvc
1313,soft_tiles
1314,carpet
1315,hard_tiles
1316,carpet
1317,hard_tiles
1318,soft_tiles
1319,soft_pvc
1320,hard_tiles
1321,hard_tiles
1322,soft_pvc
1323,carpet
1324,carpet
1325,soft_pvc
1326,fine_concrete
1327,carpet
1328,hard_tiles
1329,soft_pvc
1330,hard_tiles
1331,carpet
1332,soft_pvc
1333,hard_tiles_large_space
1334,hard_tiles
1335,carpet
1336,tiled
1337,carpet
1338,soft_tiles
1339,soft_pvc
1340,hard_tiles_large_space
1341,fine_concrete
1342,carpet
1343,tiled
1344,soft_pvc
1345,hard_tiles
1346,concrete
1347,hard_tiles_large_space
1348,tiled
1349,fine_concrete
1350,soft_pvc
1351,soft_pvc
1352,soft_pvc
1353,tiled
1354,concrete
1355,soft_pvc
1356,hard_tiles
1357,carpet
1358,hard_tiles_large_space
1359,soft_pvc
1360,fine_concrete
1361,hard_tiles_large_space
1362,carpet
1363,hard_tiles_large_space
1364,concrete
1365,hard_tiles
1366,soft_pvc
1367,concrete
1368,tiled
1369,carpet
1370,fine_concrete
1371,fine_concrete
1372,hard_tiles
1373,carpet
1374,hard_tiles
1375,carpet
1376,carpet
1377,fine_concrete
1378,carpet
1379,concrete
1380,carpet
1381,fine_concrete
1382,hard_tiles_large_space
1383,hard_tiles_large_space
1384,fine_concrete
1385,hard_tiles
1386,soft_pvc
1387,soft_pvc
1388,carpet
1389,soft_pvc
1390,tiled
1391,soft_tiles
1392,hard_tiles
1393,concrete
1394,hard_tiles
1395,soft_tiles
1396,carpet
1397,concrete
1398,hard_tiles_large_space
1399,wood
1400,tiled
1401,carpet
1402,hard_tiles
1403,tiled
1404,soft_pvc
1405,tiled
1406,carpet
1407,hard_tiles
1408,soft_pvc
1409,carpet
1410,fine_concrete
1411,hard_tiles_large_space
1412,carpet
1413,fine_concrete
1414,soft_pvc
1415,hard_tiles
1416,fine_concrete
1417,soft_pvc
1418,hard_tiles
1419,soft_pvc
1420,hard_tiles
1421,concrete
1422,hard_tiles
1423,soft_pvc
1424,hard_tiles
1425,soft_pvc
1426,hard_tiles
1427,concrete
1428,soft_tiles
1429,fine_concrete
1430,carpet
1431,concrete
1432,fine_concrete
1433,tiled
1434,soft_pvc
1435,soft_pvc
1436,hard_tiles
1437,soft_pvc
1438,soft_pvc
1439,carpet
1440,hard_tiles_large_space
1441,soft_tiles
1442,tiled
1443,fine_concrete
1444,soft_pvc
1445,soft_pvc
1446,soft_pvc
1447,tiled
1448,soft_pvc
1449,soft_pvc
1450,soft_pvc
1451,soft_pvc
1452,hard_tiles_large_space
1453,hard_tiles
1454,wood
1455,wood
1456,hard_tiles_large_space
1457,hard_tiles
1458,fine_concrete
1459,hard_tiles
1460,hard_tiles
1461,carpet
1462,concrete
1463,soft_pvc
1464,hard_tiles_large_space
1465,soft_tiles
1466,carpet
1467,soft_pvc
1468,carpet
1469,hard_tiles_large_space
1470,fine_concrete
1471,hard_tiles
1472,soft_pvc
1473,hard_tiles
1474,carpet
1475,fine_concrete
1476,soft_pvc
1477,soft_pvc
1478,soft_pvc
1479,hard_tiles
1480,soft_pvc
1481,hard_tiles_large_space
1482,hard_tiles_large_space
1483,hard_tiles
1484,soft_pvc
1485,soft_tiles
1486,hard_tiles
1487,carpet
1488,soft_pvc
1489,soft_pvc
1490,carpet
1491,carpet
1492,soft_pvc
1493,soft_pvc
1494,soft_pvc
1495,soft_pvc
1496,soft_tiles
1497,carpet
1498,carpet
1499,hard_tiles_large_space
1500,carpet
1501,hard_tiles_large_space
1502,hard_tiles_large_space
1503,carpet
1504,soft_pvc
1505,concrete
1506,soft_tiles
1507,soft_tiles
1508,hard_tiles_large_space
1509,concrete
1510,hard_tiles
1511,fine_concrete
1512,soft_pvc
1513,soft_pvc
1514,fine_concrete
1515,soft_pvc
1516,soft_pvc
1517,carpet
1518,hard_tiles
1519,hard_tiles
1520,fine_concrete
1521,carpet
1522,soft_tiles
1523,soft_tiles
1524,hard_tiles
1525,fine_concrete
1526,fine_concrete
1527,fine_concrete
1528,tiled
1529,carpet
1530,carpet
1531,fine_concrete
1532,carpet
1533,soft_tiles
1534,fine_concrete
1535,hard_tiles
1536,carpet
1537,soft_tiles
1538,carpet
1539,hard_tiles_large_space
1540,hard_tiles
1541,soft_pvc
1542,hard_tiles
1543,soft_pvc
1544,soft_pvc
1545,soft_pvc
1546,soft_pvc
1547,carpet
1548,hard_tiles_large_space
1549,carpet
1550,soft_tiles
1551,carpet
1552,soft_pvc
1553,carpet
1554,soft_pvc
1555,tiled
1556,fine_concrete
1557,soft_pvc
1558,soft_pvc
1559,soft_pvc
1560,soft_tiles
1561,soft_pvc
1562,soft_pvc
1563,soft_pvc
1564,fine_concrete
1565,carpet
1566,soft_tiles
1567,fine_concrete
1568,carpet
1569,soft_pvc
1570,soft_pvc
1571,hard_tiles
1572,hard_tiles
1573,hard_tiles_large_space
1574,concrete
1575,hard_tiles
